id,last_name,birth_date,gender,ell,current_grade_level
578,Ritchie,2000-11-11,F,false,10
1278,Miller,2002-01-26,F,false,9
2379,Leuschke,2000-05-07,M,false,11
1017,Upton,1998-10-10,F,false,12
2985,Schoen,2000-07-12,F,false,11
550,Mohr,1998-12-21,NB,false,12
1813,Christiansen,2000-05-20,F,false,11
300,Wintheiser,1999-01-30,F,false,12
1512,Graham,2002-07-24,F,false,9
1978,Howell,2001-12-28,F,false,9
801,Ferry,2001-05-23,M,false,10
2815,Schowalter,1998-11-17,M,false,12
175,Kling,1999-09-07,M,false,12
1613,Wiegand,1999-08-17,M,false,12
1395,Lynch,1999-09-13,M,false,11
748,Schinner,2000-05-07,F,false,11
2900,Kunze,1999-01-27,F,false,12
2596,Olson,2001-07-14,M,false,9
2521,Harber,1999-03-28,F,false,12
1369,Grant,2001-05-04,F,false,10
1488,Wintheiser,2001-04-08,M,false,10
1733,Langworth,2001-10-02,F,false,9
52,Morar,2001-01-29,M,false,10
1368,Grady,2001-08-24,F,false,9
80,Okuneva,1999-04-24,M,false,12
551,Batz,2001-07-19,M,false,9
2229,Leuschke,2000-07-15,M,false,10
2693,Towne,1999-12-06,F,false,11
1911,Erdman,1998-07-14,F,false,12
363,Crona,2002-03-26,M,false,9
534,Collier,1999-11-27,F,false,11
2850,Schumm,2000-05-11,F,false,11
372,Oberbrunner,1999-08-15,F,false,12
2667,Sawayn,1999-07-15,M,false,12
822,Sporer,2000-06-06,F,false,11
2640,Jacobson,1999-03-09,M,false,12
1558,Kuhlman,2000-02-26,M,false,11
2805,Koelpin,2001-09-27,F,false,9
564,Hills,2001-03-30,F,false,10
2591,Jerde,2001-01-06,M,false,10
1549,Koelpin,2001-11-01,M,false,10
2907,Toy,2000-10-16,M,false,11
1888,Hamill,1999-04-23,M,false,12
502,Armstrong,2001-10-01,F,false,10
2362,Reynolds,2001-05-15,F,false,10
1016,Deckow,2002-03-25,F,true,9
579,Schultz,2001-07-04,F,false,10
719,Treutel,1999-08-17,F,false,12
2725,Jakubowski,2001-04-17,F,false,10
1870,Dietrich,1999-07-23,M,false,12
1418,Nitzsche,1999-12-28,M,false,11
1624,Stehr,1999-08-04,M,false,11
2919,Kling,2002-04-19,F,false,9
1302,Sawayn,2002-08-29,F,false,9
538,Volkman,2000-07-01,M,false,10
1865,Rowe,2000-08-16,M,false,11
917,Okuneva,2001-10-31,M,true,9
2518,Schmeler,1999-08-20,F,false,12
150,Volkman,1999-10-14,F,false,12
783,Mayert,2002-05-28,M,false,9
2689,Schmeler,1999-07-23,F,false,11
1656,Hermiston,2000-07-10,F,false,10
1542,Rogahn,1999-02-21,M,false,12
2100,Howell,2002-07-12,M,false,9
89,Koelpin,1998-12-19,M,false,12
4,Pfannerstill,1999-10-11,F,false,12
1949,Bernhard,1999-08-30,M,false,11
2293,Deckow,2002-03-09,F,false,9
2924,Lowe,2001-12-19,F,false,9
916,Green,1999-03-07,F,false,12
590,Kuphal,2001-05-06,F,false,10
2939,Ondricka,2001-08-15,M,false,9
2122,Howe,1999-08-29,F,false,11
2101,Jones,2000-05-02,F,false,11
926,Heidenreich,2000-09-06,M,false,10
539,Hand,2001-02-04,M,false,10
2359,Krajcik,1999-12-01,F,false,11
419,Hegmann,1999-02-17,M,false,12
1325,Dicki,2001-06-02,F,false,10
2349,Nitzsche,1999-09-03,F,false,11
2257,Wyman,1999-02-25,F,false,12
2000,Bartell,1998-07-14,M,false,12
1699,O'Hara,2000-03-04,F,false,11
2350,Reynolds,2001-06-05,F,false,10
2353,Mann,2002-03-31,F,false,9
1285,Blanda,2002-04-02,F,false,9
1582,Legros,2000-04-10,F,false,11
1009,Bruen,2002-06-30,F,false,9
2243,Macejkovic,1998-10-10,M,false,12
1552,Howe,2000-03-04,M,false,11
1502,Kertzmann,2000-09-25,F,false,11
1901,Walker,2000-01-21,F,false,11
2548,Carter,2000-10-31,M,false,11
1326,Wunsch,2001-08-26,M,false,10
505,Gleason,2000-09-24,F,false,11
569,Windler,2001-09-21,M,false,10
2460,Cremin,2001-01-26,M,false,10
2093,Hickle,1999-10-27,F,false,11
2705,Keebler,1998-11-07,F,false,12
1054,Romaguera,1999-09-14,F,false,11
1692,Mertz,2000-08-04,M,false,11
1391,Reilly,1999-07-11,M,false,12
647,Powlowski,1998-08-17,F,false,12
2416,Botsford,1999-02-16,NB,false,12
1534,Dietrich,2000-09-24,F,false,11
2537,Jacobson,1998-08-09,M,false,12
1841,Kuphal,1999-05-20,M,false,12
2551,Doyle,1998-10-13,M,false,12
2378,McClure,1999-06-15,F,false,12
846,Morar,2002-05-22,F,false,9
2106,Murray,2001-07-25,F,false,9
2956,O'Keefe,1999-11-05,F,false,11
432,Wintheiser,2001-11-02,M,false,9
651,Greenholt,1999-11-29,M,false,11
2965,Goyette,2000-08-28,M,false,10
1915,Graham,1999-10-15,F,false,12
665,Haley,2001-08-22,M,false,10
1271,Lindgren,1999-06-09,F,false,12
159,Harber,1999-08-16,M,false,12
1522,Johnson,1998-12-29,M,false,12
1255,Macejkovic,1999-01-07,M,false,12
2380,King,2000-01-11,M,false,11
411,Pacocha,2001-05-10,F,false,10
2737,Friesen,2001-10-12,M,false,10
1315,Kunde,2001-11-20,M,false,9
2083,Mraz,1999-09-04,M,false,12
2889,Schowalter,1999-10-27,M,false,12
985,McLaughlin,2000-06-28,F,false,11
1408,Hermiston,1998-12-12,M,false,12
1487,Gleason,1999-09-01,M,false,12
548,Greenholt,2002-03-26,F,false,9
2265,Kemmer,2000-12-15,F,false,10
2480,Wunsch,2001-07-30,M,false,10
469,Sipes,2001-03-07,M,false,10
2863,Conn,2001-10-22,M,false,10
1764,Pacocha,2001-09-03,M,false,10
141,Fay,1999-08-16,M,false,11
773,Hirthe,1999-09-05,M,false,12
1772,Morar,2001-01-02,M,false,10
319,Dicki,2001-09-15,F,false,10
1073,Abshire,1999-08-07,F,false,12
910,Hackett,2000-08-22,M,false,11
1305,Kilback,2000-05-23,F,false,11
339,Dietrich,1999-09-28,M,false,11
1330,Wintheiser,2002-01-19,M,false,9
2682,Considine,2000-12-18,F,false,10
173,Powlowski,2000-10-08,F,false,10
2326,Donnelly,2001-09-02,M,false,9
594,Thiel,1998-09-26,M,false,12
1509,Raynor,2002-01-11,F,false,9
40,Bogisich,1998-08-08,M,false,12
1046,Keebler,2002-05-02,M,false,9
2012,Franecki,2001-08-14,NB,false,10
458,Rutherford,1999-08-23,M,false,11
1756,Cronin,1998-07-01,M,false,12
429,Breitenberg,1999-08-15,F,false,12
1024,Koch,1998-09-14,M,false,12
2159,Morissette,2000-07-01,M,false,11
2094,Dicki,2001-06-30,M,false,10
2120,Wunsch,2001-11-19,M,false,9
1678,Kuhn,2001-11-04,M,false,9
1064,Herman,2000-04-15,F,false,11
1786,Reichel,2000-12-10,F,false,10
2641,Rice,2002-02-06,F,false,9
31,Wisozk,2001-10-30,M,false,10
1919,Ebert,2001-10-16,F,false,10
236,Sporer,2001-07-09,M,false,9
1175,Gutkowski,2000-05-27,F,false,11
2144,Halvorson,2001-07-19,F,false,10
2285,Spencer,2002-05-27,F,false,9
1128,Ledner,1999-10-21,M,false,11
1360,Larkin,2000-05-13,M,false,11
2962,Ankunding,2001-09-26,F,false,9
2270,Bernhard,2001-10-22,F,false,10
2681,Lemke,2000-07-27,M,false,10
759,Gorczany,1998-08-02,F,false,12
2707,Greenholt,2000-12-22,F,false,10
1860,Zemlak,2000-08-14,M,false,10
1137,Funk,2002-08-07,F,false,9
62,Weissnat,2001-09-19,F,false,9
160,Fisher,2001-03-31,M,false,10
2766,Sporer,2000-09-14,M,false,11
1457,Roob,2001-04-15,M,false,10
456,Schmitt,1998-07-23,M,false,12
652,Purdy,1998-07-31,M,false,12
841,Krajcik,1999-03-14,M,false,12
2949,Lubowitz,1999-12-20,F,false,11
1032,Barrows,2000-01-28,F,false,11
1426,O'Connell,2000-10-02,M,false,11
138,Olson,2000-02-05,F,false,11
2584,Quitzon,2000-01-19,M,false,11
1576,Swift,2001-11-29,M,false,9
562,Walsh,2000-07-17,F,false,10
1546,Mueller,1998-12-20,M,true,12
2237,Reinger,1999-10-05,M,false,12
698,Dickinson,2000-07-21,F,false,10
1063,Goodwin,1999-06-13,M,false,12
1974,Hintz,2001-07-29,F,false,10
526,Hermann,1999-05-18,NB,false,12
297,Wilderman,2000-10-02,F,false,10
2276,Dare,1999-07-02,F,false,11
22,Huel,2002-04-29,F,false,9
598,Turcotte,1998-09-21,M,false,12
2869,Kovacek,2001-12-23,M,false,9
1647,Franecki,2002-04-10,M,true,9
2677,Mohr,1999-03-24,M,false,12
2037,O'Reilly,1999-05-10,M,false,12
903,Padberg,1999-08-18,F,false,12
445,Gerhold,2000-12-12,M,false,10
2888,Medhurst,2001-08-03,F,false,10
19,Wilderman,1999-11-02,M,false,11
2734,Goldner,2002-09-28,M,false,9
104,Mante,2000-11-10,M,false,10
1322,Von,1999-11-27,F,true,11
2475,Roob,2001-09-07,M,false,9
2895,Sporer,2002-05-05,F,false,9
1755,Wilkinson,2000-08-08,M,false,10
763,Langworth,2000-04-16,M,false,11
2309,Rosenbaum,2000-02-27,M,false,11
794,Kub,2001-10-01,M,false,10
671,Marquardt,1999-05-10,F,false,12
2746,Luettgen,1998-12-09,M,false,12
2216,Ullrich,2000-02-25,F,false,11
2503,Turner,2001-12-02,M,false,9
1166,Pfeffer,2002-07-13,M,false,9
1353,Schaden,1999-07-31,M,false,12
2446,Dibbert,2000-11-26,F,false,10
2301,Heidenreich,1999-09-10,F,false,11
1196,Hane,1999-09-03,F,false,11
532,Schaefer,2001-03-18,M,false,10
103,Marquardt,2001-06-10,M,false,10
390,Thiel,1999-08-12,F,false,12
1124,West,2001-12-12,M,false,9
2441,Gibson,2001-12-07,F,false,9
2795,Grady,1999-05-16,F,false,12
437,Heidenreich,2001-12-31,F,false,9
1283,Heidenreich,2002-10-28,F,false,9
576,Nader,2000-01-26,F,false,11
2916,Johnston,1999-09-22,M,false,12
2790,Miller,1999-10-07,M,false,11
1907,Murphy,2002-06-21,NB,false,9
1381,Little,2001-12-13,F,false,9
2407,Daniel,1999-01-07,F,false,12
517,Carter,2001-12-17,M,false,9
2553,Bergstrom,2001-06-26,M,false,10
1225,Howell,2001-01-28,F,false,10
2296,Leuschke,1999-07-25,M,false,11
1947,Heaney,1999-07-14,F,false,12
2105,Grant,2001-05-19,F,false,10
2934,Conn,2000-09-20,NB,false,11
774,Thompson,2000-09-20,M,false,11
1187,McClure,1998-12-11,M,true,12
1355,Pouros,2000-02-10,M,false,11
796,Baumbach,2000-03-08,F,false,11
2812,Wolf,2001-09-05,M,false,10
1425,Hoeger,2000-07-22,F,false,11
869,Cruickshank,2001-05-20,F,false,10
1153,Funk,2000-06-16,M,false,11
2104,Mayer,2001-12-20,F,false,9
2914,Treutel,1999-02-16,M,true,12
356,McLaughlin,2001-02-23,F,false,10
1155,VonRueden,1999-01-18,F,false,12
2118,Jast,1999-09-16,F,false,12
1998,Ferry,1999-05-04,M,false,12
2741,Boehm,1998-12-27,M,false,12
1138,Pagac,2002-02-04,M,false,9
2801,Schinner,1999-04-06,M,false,12
1623,Towne,1999-06-29,M,false,12
114,Rau,1999-10-25,M,false,12
2752,Schmitt,1999-07-06,F,false,12
528,Osinski,2000-07-11,M,false,10
316,Johns,2000-06-27,M,false,11
2329,Legros,1998-12-10,F,false,12
188,Tromp,2000-08-27,F,false,11
1559,Padberg,2000-06-10,M,false,11
675,Simonis,1999-10-31,M,false,11
2976,Flatley,2002-10-15,F,false,9
2802,Hintz,2002-01-07,F,false,9
2663,Adams,2001-11-02,M,false,9
1484,Harber,1999-02-03,M,false,12
2875,Nitzsche,2002-05-14,F,false,9
865,Kovacek,1999-10-10,F,false,12
1082,Lebsack,2001-05-12,F,false,10
1830,Schowalter,1999-08-10,F,false,11
2534,Skiles,1998-07-11,M,false,12
1412,Vandervort,1999-09-01,M,true,12
845,Nikolaus,2000-09-03,F,false,10
68,Littel,2002-09-28,M,false,9
1598,Balistreri,1999-11-20,M,false,11
2847,Ledner,2001-06-24,F,false,10
1430,Turner,2000-07-08,F,false,10
1019,Herman,1999-09-06,M,false,11
1929,Donnelly,2001-06-04,F,true,10
266,Collins,1999-11-18,M,false,11
446,Luettgen,2001-01-10,M,false,10
1436,Nolan,2000-09-08,M,false,11
932,Daniel,2000-12-16,F,false,10
2153,King,2001-02-13,F,false,10
2905,Luettgen,1998-12-14,F,false,12
1987,Heidenreich,2002-08-05,M,false,9
1807,Weimann,1998-09-13,M,false,12
1796,O'Hara,2000-09-10,F,false,10
1411,Mohr,2000-10-26,F,false,11
2881,Bartell,2002-01-27,F,false,9
1494,Stokes,2001-08-25,F,false,9
2833,Dicki,2001-06-08,M,false,10
2769,Lakin,2001-10-06,F,false,9
314,Hickle,1999-07-19,M,false,11
2913,Hand,2001-07-28,F,false,10
1619,Kirlin,1998-07-30,M,false,12
2002,Becker,2002-09-22,M,false,9
337,Marvin,2001-02-14,F,false,10
2259,Price,1999-07-31,M,false,12
2930,Skiles,1998-08-29,M,false,12
2121,D'Amore,1999-10-27,F,false,12
2532,Reichert,2000-05-17,M,false,11
2269,McGlynn,1998-09-13,M,false,12
1793,Morar,1998-10-20,F,false,12
2434,Leffler,2000-10-09,F,false,11
2660,Lockman,1998-12-18,M,false,12
1824,Renner,2001-02-16,F,true,10
764,Stoltenberg,2001-05-18,F,false,10
96,Jacobson,1999-10-11,F,false,12
394,Kris,1998-07-31,M,false,12
2181,Brekke,2001-10-14,F,false,10
1293,Weber,2000-10-29,M,false,10
1150,Bogisich,2001-12-10,M,false,9
1327,Hamill,1999-10-07,F,false,12
2134,Willms,2001-06-19,F,false,10
1043,Rowe,1999-08-03,M,false,11
1460,Aufderhar,1998-11-13,F,false,12
296,Becker,2002-01-29,F,false,9
334,Windler,2001-05-08,F,false,10
2837,Pouros,1999-08-28,M,false,12
1859,Schmitt,2000-01-07,M,false,11
1118,Roberts,2000-11-01,F,false,10
720,Ortiz,2001-06-18,M,false,10
97,Wolff,2000-11-03,F,false,10
844,Thompson,2001-07-11,M,false,10
2642,Stokes,2001-10-07,M,false,10
2937,Bauch,1999-02-08,F,false,12
1028,Willms,2000-01-08,M,false,11
474,Kozey,2000-11-01,F,false,11
2454,Rodriguez,2001-12-19,M,false,9
660,Kemmer,1999-07-26,M,false,11
67,Beatty,1999-08-24,F,false,11
549,Kuhic,1999-06-22,F,false,12
1164,Schuppe,2001-04-12,M,false,10
2739,Spencer,2001-02-27,F,false,10
1633,Metz,1999-07-20,F,false,12
1006,Dickens,2001-02-18,F,false,10
898,Heller,2001-03-12,M,false,10
2502,Powlowski,2000-06-05,F,false,11
645,Abernathy,2001-10-17,F,false,9
267,McClure,2000-02-12,F,false,11
1906,Schneider,1998-08-22,F,true,12
2839,Wolff,2000-10-05,F,false,11
1039,Tremblay,2001-05-20,F,false,10
377,Nolan,2002-05-21,M,false,9
1399,Kris,2000-04-05,F,false,11
2473,Goodwin,2001-02-22,F,false,10
1455,Herman,2002-05-28,M,false,9
2445,Will,2000-12-05,M,false,10
2327,Lubowitz,2000-05-03,M,false,11
1803,Bahringer,1999-08-13,F,false,11
1852,Stracke,2000-07-31,F,false,11
678,Shanahan,2002-02-12,M,false,9
1343,Veum,1999-08-14,M,false,11
2951,Cassin,1999-02-22,M,false,12
